,Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016
4667,MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments,261,0,1,12,21,19,20,14
4668,AffordableHousingTaxCreditsAndOtherTaxBenefitsAmount,261,0,0,0,0,0,39,48
4669,StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,261,0,0,10,22,18,20,17
4670,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,261,0,0,0,0,14,45,28
4671,ManagementFeeAmountPaid,261,0,0,51,35,1,0,0
4672,IncreaseDecreaseInRawMaterialsPackagingMaterialsAndSuppliesInventories,261,0,3,15,20,17,16,16
4673,LifeInsuranceInForceGross,261,0,0,0,0,39,44,4
4674,NotionalAmountOfCreditRiskDerivatives,261,0,25,42,19,1,0,0
4675,UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiumsOther,261,0,8,23,19,16,16,5
4676,LiabilitiesSubjectToCompromiseEarlyContractTerminationFees,261,0,1,12,21,14,26,13
4677,SiteContingencyAccrualUndiscountedAmount,261,0,28,39,20,0,0,0
4678,LoansAndLeasesReceivableDeferredIncomeCommercial,261,0,4,21,19,20,18,5
4679,NoncashMergerRelatedCosts,258,0,4,10,14,21,19,18
4680,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3,258,0,0,0,3,19,38,26
4681,LimitedLiabilityCompanyLlcMembersEquityIncludingPortionAttributableToNoncontrollingInterest,258,0,0,0,9,15,43,19
4682,ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesPurchaseOfInterestByParent,258,0,7,14,18,25,16,6
4683,DebtInstrumentRepurchasedFaceAmount,258,0,0,21,28,14,11,12
4684,ClosedBlockOperationsNetResults,258,0,8,12,17,20,20,9
4685,SharesSubjectToMandatoryRedemptionSettlementTermsNumberOfShares,258,0,9,11,17,30,10,9
4686,IncomeLossFromOperationsBeforeExtraordinaryItemsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,258,0,0,0,15,29,28,14
4687,DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,258,0,5,12,22,20,19,8
4688,FiveYearScheduleOfMaturitiesOfParentCompanyRepaymentsOfPrincipalAfterYearFive,258,0,6,28,39,13,0,0
4689,DirectToTelevisionFilmCostsProduction,258,0,5,11,15,21,22,12
4690,ClosedBlockOperationsPremiums,258,0,8,12,17,20,20,9
4691,ServicingAssetAtAmortizedValueValuationAllowance,258,0,3,13,19,23,18,10
4692,FinancialInstrumentsOwnedAndPledgedAsCollateralAmountNotEligibleToBeRepledgedByCounterparty,258,0,9,15,19,17,18,8
4693,ValuationAllowancesAndReservesPeriodIncreaseDecrease,258,0,2,20,26,16,13,9
4694,GovernmentContractReceivable,258,0,7,20,16,16,19,8
4695,PaymentsForAffordableHousingPrograms,258,0,0,15,17,21,18,15
4696,BusinessAcquisitionPurchasePriceAllocationBuildings,258,0,0,59,25,2,0,0
4697,FederalHomeLoanBankAdvancesMaturitiesSummaryAfterRollingYearFive,255,0,0,0,0,21,43,21
4698,CapitalizedExploratoryWellCostAdditionsPendingDeterminationOfProvedReserves,255,0,10,15,17,18,15,10
4699,ServicingAssetAtFairValueOtherChangesThatAffectBalance,255,0,6,8,10,21,28,12
4700,IncreaseDecreaseInInsuranceSettlementsReceivable,255,0,3,18,21,15,15,13
4701,FederalHomeLoanBankAdvancesWeightedAverageInterestRateMaturingAfterRollingYearFive,255,0,0,0,0,20,45,20
4702,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLoss,255,0,20,18,23,11,11,2
4703,TaxBasisOfInvestmentsCostForIncomeTaxPurposes,255,0,7,17,19,22,18,2
4704,LifeInsuranceInForceCeded,255,0,0,0,0,39,42,4
4705,LossContingencyReceivable,255,0,0,0,8,26,38,13
4706,TreasuryStockDeferredEmployeeStockOwnershipPlan,255,0,19,15,13,15,14,9
4707,TimeShareRevenue,255,0,12,18,13,17,15,10
4708,DirectToTelevisionFilmCostsReleased,255,0,5,12,11,17,26,14
4709,LongtermTransitionBondCurrent,255,0,18,19,19,13,16,0
4710,UnbilledReceivablesNotBillableAtBalanceSheetDateAmountExpectedToBeCollectedWithinOneYear,255,0,6,21,23,18,13,4
4711,CapitalLeasesContingentRentalPaymentsDue,255,0,3,13,18,19,24,8
4712,ExcessTierOneLeverageCapital,255,0,4,17,21,16,20,7
4713,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,255,0,10,9,20,22,18,6
4714,OtherDeferredCostsGross,255,0,4,16,21,17,21,6
4715,LongtermFederalHomeLoanBankAdvancesNoncurrent,255,0,5,10,16,19,23,12
4716,IncreaseDecreaseInCostInExcessOfBillingOnUncompletedContract,252,0,0,0,3,17,34,30
4717,DerivativeCapInterestRate,252,0,6,34,17,18,5,4
4718,PublicUtilitiesPropertyPlantAndEquipmentVehicles,252,0,1,9,18,18,29,9
4719,PaymentsForOtherOperatingActivities,252,0,15,18,17,12,15,7
4720,DisposalGroupIncludingDiscontinuedOperationInventoryCurrent,252,0,0,0,0,1,49,34
4721,EffectiveIncomeTaxRateReconciliationDeductionsDividends,252,0,6,13,18,15,19,13
4722,IncreaseDecreaseInFinishedGoodsAndWorkInProcessInventories,252,0,11,16,15,19,15,8
4723,ProceedsFromPaymentsForFederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResellNet,252,0,8,14,15,15,17,15
4724,DefinedBenefitPlanNumberOfSharesOfEquitySecuritiesIssuedByEmployerAndRelatedPartiesIncludedInPlanAssets,252,0,12,24,19,14,14,1
4725,DerivativeInstrumentsInHedgesAtFairValueNet,252,0,6,20,17,25,12,4
4726,BusinessCombinationContingentConsiderationAsset,252,0,0,0,7,27,22,28
4727,PaymentsToAcquireLimitedPartnershipInterests,252,0,1,14,14,16,19,20
4728,ProceedsFromAccountsReceivableSecuritization,252,0,3,11,11,17,22,20
4729,InterestExpenseBeneficialInterestsIssuedByConsolidatedVariableInterestEntities,252,0,13,15,13,17,17,9
4730,StockIssuedDuringPeriodValuePurchaseOfAssets,252,0,4,22,23,23,7,5
4731,DisposalGroupIncludingDiscontinuedOperationAccruedIncomeTaxesPayable,252,0,4,13,23,17,15,12
4732,SalesDiscountsGoods,249,0,8,11,27,17,14,6
4733,BusinessCombinationSeparatelyRecognizedTransactionsExpensesAndLossesRecognized,249,0,3,14,7,16,31,12
4734,DebtInstrumentIncreaseDecreaseOtherNet,249,1,5,17,19,24,13,4
4735,ShareBasedGoodsAndNonemployeeServicesTransactionStockholdersEquity,249,0,22,21,14,12,7,7
4736,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedEquipment,249,0,0,0,17,33,26,7
4737,PaymentsForProceedsFromHedgeInvestingActivities,249,0,12,19,15,11,14,12
4738,AccumulatedOtherComprehensiveIncomeLossBeforeTax,249,0,36,29,16,2,0,0
4739,TaxBasisOfInvestmentsUnrealizedAppreciationDepreciationNet,249,0,4,7,12,19,34,7
4740,CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,249,0,4,15,12,19,17,16
4741,AssetsDesignatedToClosedBlockEquitySecuritiesAvailableForSaleAtFairValue,249,0,9,11,15,25,16,7
4742,PaymentsForLeasingCosts,249,0,0,8,16,18,22,19
4743,DirectCostsOfOwnedHotels,249,0,2,8,17,25,21,10
4744,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets,249,0,0,0,14,22,26,21
4745,GroundLeasesNet,249,0,0,3,12,28,26,14
4746,PaymentsToAcquireMiningAssets,249,0,17,26,20,9,6,5
4747,DeferredSalesInducementsAmortizationExpense,249,0,3,13,23,19,17,8
4748,ProceedsFromFeesReceived,249,0,9,13,15,20,16,10
4749,DividendsPreferredStockPaidinkind,249,0,7,11,17,24,17,7
4750,DeferredRentAssetNetCurrent,249,0,0,9,19,23,22,10
4751,ReinsuranceRecoverableForUnpaidClaimsAndClaimsAdjustments,249,0,0,0,0,17,39,27
4752,AgriculturalRelatedInventoryGrowingCrops,249,0,4,10,22,18,20,9
4753,DeferredPolicyAcquisitionCostsAndPresentValueOfFutureProfitsAmortization1,249,0,0,4,15,22,26,16
4754,ReinsuranceRecoverableGuaranteeBenefits,246,0,2,16,21,23,14,6
4755,EffectiveIncomeTaxRateReconciliationTaxHolidays,246,0,4,18,24,15,15,6
4756,NetAmountAtRiskByProductAndGuaranteeGeneralAccountValue,246,0,3,17,21,20,15,6
4757,LiabilityForFuturePolicyBenefitsDisabilityAndAccidentBenefits,246,0,13,17,17,14,15,6
4758,IncomeTaxReconciliationTaxSettlements,246,0,9,13,18,20,11,11
4759,TransferOfInvestments,246,0,5,21,17,9,13,17
4760,ClosedBlockOperationsPolicyholderBenefits,246,0,8,10,13,24,20,7
4761,RealEstateAssetsHeldForDevelopmentAndSale,246,0,8,14,21,22,15,2
4762,LimitedPartnersCumulativeNetIncome,246,0,10,16,18,16,16,6
4763,DeferredPolicyAcquisitionCostsPeriodIncreaseDecrease,246,0,6,16,21,14,14,11
4764,PercentageOfInterestBearingDomesticDepositsToDepositsDemand,246,0,1,15,23,21,16,6
4765,ProceedsFromSaleAndCollectionOfFinanceReceivables,246,0,11,15,16,14,14,12
4766,ProceedsFromSaleOfOtherAssets,246,0,16,35,28,2,1,0
4767,ProceedsFromSecuredNotesPayable,246,0,5,9,22,18,17,11
4768,SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageRemainingContractualTerm1,246,0,33,29,9,11,0,0
4769,ExcessTierOneRiskBasedCapital,246,0,2,17,23,16,19,5
4770,PaymentsToAcquireAssetsInvestingActivities,246,0,3,9,18,17,19,16
4771,LifeSettlementContractsFairValueMethodCarryingAmount,246,0,3,16,18,19,18,8
4772,GeneralPartnersCumulativeNetIncome,246,0,10,17,16,17,16,6
4773,ProceedsFromDivestitureOfInterestInJointVenture,246,0,5,14,16,17,16,14
4774,DebtInstrumentUnamortizedDiscountCurrent,243,0,0,0,0,0,8,73
4775,BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,243,0,2,22,14,24,12,7
4776,IncreaseDecreaseInFairValueOfInterestRateFairValueHedgingInstruments,243,1,61,19,0,0,0,0
4777,LoansAssumed1,243,0,1,18,10,14,17,21
4778,RevenueFromFranchisorOwnedOutlets,243,0,6,9,13,24,19,10
4779,RecordedThirdPartyEnvironmentalRecoveriesCurrent,243,0,8,11,22,20,16,4
4780,FederalHomeLoanBankAdvancesMaturitiesSummaryDueInRollingYearTwo,243,0,0,5,10,26,30,10
4781,ReceivablesHeldForSaleAmount,243,0,3,8,14,21,23,12
4782,ProceedsFromIssuanceOfCommonStockDividendReinvestmentPlan,243,0,0,1,13,19,25,23
4783,ProceedsFromSaleOfSecuritiesOperatingActivities,243,0,4,15,17,12,10,23
4784,InterestExpenseLongTermDebtAndCapitalSecurities,243,0,18,21,14,12,10,6
4785,ConstructionLoan,243,0,8,17,24,9,15,8
4786,FinancialInstrumentsOwnedAndNotPledgedAtFairValue,243,0,11,16,13,12,18,11
4787,AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,243,0,17,27,36,1,0,0
4788,AirlineRelatedInventoryValuationReserves,243,0,12,18,14,15,14,8
4789,OtherIncomeTaxExpenseBenefitContinuingOperations,243,0,5,9,17,20,21,9
4790,AssetsFairValueAdjustment,243,0,0,2,14,22,23,20
4791,FairValueConcentrationOfRiskInvestments,243,0,4,8,13,19,24,13
4792,SharesSubjectToMandatoryRedemptionSettlementTermsAmountCurrent,243,0,11,15,17,12,20,6
4793,SecuritizationFinancialAssetForWhichTransferIsAccountedAsSaleGainLossOnSale,243,0,3,12,13,16,23,14
4794,CompensationAndBenefitsTrust,240,0,15,17,14,10,17,7
4795,AssetsDesignatedToClosedBlockCashAndCashEquivalents,240,0,9,13,15,18,18,7
4796,PreproductionCostsRelatedToLongTermSupplyArrangementsCostsCapitalized,240,0,6,18,17,16,16,7
4797,BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,240,0,1,0,2,22,29,26
4798,TimeShareCosts,240,0,10,16,10,16,16,12
4799,DirectToTelevisionFilmCosts,240,0,3,10,13,18,24,12
4800,CashFlowHedgeGainLossReclassifiedToCostOfSalesNet,240,0,24,32,23,1,0,0
4801,TemporaryEquityLiquidationPreferencePerShare,240,0,15,21,13,13,12,6
4802,IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,240,0,4,26,19,15,10,6
4803,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,240,0,0,0,3,31,28,18
4804,IncreaseDecreaseInConstructionPayables,240,0,6,17,19,14,12,12
4805,FairValueConcentrationOfRiskDerivativeFinancialInstrumentsAssets,240,0,1,11,22,19,21,6
4806,AccountsPayableInterestBearingCurrent,240,0,2,10,19,25,19,5
4807,EquityIssuancePerShareAmount,240,0,0,6,39,29,6,0
4808,AmortizationOfValueOfBusinessAcquiredVOBA,240,0,7,15,15,17,17,9
4809,SharesHeldInEmployeeStockOptionPlanCommittedToBeReleased,240,0,2,18,18,16,14,12
4810,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGrantDateIntrinsicValue,240,0,0,6,22,19,20,13
4811,PaymentsToAcquireCommercialRealEstate,240,0,4,7,13,15,19,22
4812,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerDilutedShare,240,0,0,0,7,32,29,12
4813,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,237,0,0,0,6,23,32,18
4814,FederalHomeLoanBankAdvancesMaturitiesSummaryDueInNextRollingTwelveMonths,237,0,0,5,7,24,29,14
4815,CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAllowanceForLoanLossesDecreases1,237,0,0,8,15,20,27,9
4816,LitigationSettlementGross,237,0,19,27,30,2,1,0
4817,FederalHomeLoanBankRegulatoryCapitalRatioActual,237,0,0,0,0,18,41,20
4818,CostsIncurredExplorationCosts,237,0,3,13,19,24,13,7
4819,IncomeTaxExaminationInterestExpense,237,0,7,14,21,19,14,4
4820,CostOfPurchasedWater,237,0,6,14,16,17,17,9
4821,NoncashProjectAbandonmentCosts,237,0,10,15,10,11,21,12
4822,IncreaseDecreaseInDerivativeAssets,237,0,2,8,10,20,21,18
4823,ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPriceOfferingDate,237,0,4,14,14,21,17,9
4824,PurchaseOptionsLand,237,0,2,17,11,21,20,8
4825,ProceedsFromSaleOfNotesReceivable,237,0,6,22,15,14,14,8
4826,InvestmentOwnedRestrictedCost,234,0,1,8,16,20,22,11
4827,StockholdersEquityAttributableToParentNotAllowableForNetCapital,234,0,1,6,12,19,29,11
4828,DerivativeCostOfHedge,234,0,0,5,7,25,24,17
4829,BeneficialInterest,234,0,9,13,16,19,15,6
4830,IncomeLossFromContinuingOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,234,0,0,0,4,27,31,16
4831,DevelopmentCosts,234,0,5,18,16,21,8,10
4832,OtherNoncashIncomeTaxExpense,234,0,8,13,12,19,17,9
4833,DueToOfficersOrStockholders,234,0,28,39,10,1,0,0
4834,ExcessCapitalToRiskWeightedAssets,234,0,3,13,17,17,19,9
4835,LossOnCashFlowHedgeIneffectiveness,234,0,6,14,19,16,13,10
4836,LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureRentalReceivablesNet,234,0,16,21,15,15,11,0
4837,AmountAvailableForDividendDistributionWithoutAffectingCapitalAdequacyRequirements,234,0,2,9,21,23,19,4
4838,ReclassificationToWellFacilitiesAndEquipmentBasedOnDeterminationOfProvedReserves,234,0,12,16,16,16,10,8
4839,AdjustmentForLongTermIntercompanyTransactionsGrossOfTax,234,0,6,13,11,16,22,10
4840,CarryingCostsPropertyAndExplorationRights,234,0,6,18,12,19,13,10
4841,SecuritiesBorrowedLiability,234,0,0,0,7,25,28,18
4842,DebtorReorganizationItemsOtherExpenseIncome,234,0,4,5,10,14,24,21
4843,ServicingAssetsAndServicingLiabilitiesAtFairValueAssumptionsUsedToEstimateFairValuePrepaymentSpeed,234,0,0,7,17,21,18,15
4844,OtherInvestmentNotReadilyMarketableFairValue,234,0,7,8,10,16,22,15
4845,CapitalLeasesNetInvestmentInSalesTypeLeasesUnguaranteedResidualValuesOfLeasedProperty,234,0,7,13,16,16,18,8
4846,BusinessAcquisitionPurchasePriceAllocationOtherLiabilities,234,0,0,62,16,0,0,0
4847,SegmentReportingInformationProfitLoss,231,1,71,4,0,1,0,0
4848,EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,231,1,1,8,30,14,12,11
4849,LoansAndLeasesReceivableRelatedPartiesAdditions,231,0,1,5,16,17,20,18
4850,LoansAndLeasesReceivableConsumerNetOfDeferredIncome,231,0,10,25,18,12,9,3
4851,TemporaryEquityStockIssuedDuringPeriodValueNewIssues,231,0,0,10,13,16,22,16
4852,FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresInterestRateAtPeriodEnd,231,0,5,10,18,17,18,9
4853,PaymentsForNuclearFuel,231,0,0,10,11,19,19,18
4854,InterestAndFeeIncomeLoansLeaseFinancing,231,0,8,18,20,16,13,2
4855,VariableInterestEntityActivityBetweenVIEAndEntityRevenues,231,0,4,7,18,19,18,11
4856,OtherThanTemporaryImpairmentLossesInvestmentsAccretionOfNoncreditPortionHeldtomaturitySecuritiesBeforeTax,231,0,0,0,8,30,27,12
4857,LeveragedLeasesIncomeStatementNetIncomeFromLeveragedLeases,231,0,15,22,30,4,3,3
4858,NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,231,0,2,13,16,19,17,10
4859,TradingSecuritiesRealizedLoss,231,0,5,15,20,11,14,12
4860,FinancialInstrumentsSoldNotYetPurchasedUSGovernmentAndAgencyObligations,231,0,11,21,11,14,13,7
4861,ReceivableWithImputedInterestFaceAmount,231,0,4,21,21,9,16,6
4862,ServicingAssetAtFairValueDisposals,231,0,5,8,15,17,21,11
4863,AvailableforsaleSecuritiesFailedAuctionValue,231,0,8,16,17,17,13,6
4864,OtherMarketableSecuritiesNoncurrent,231,0,11,12,13,15,16,10
4865,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateInRollingYearTwo,228,0,0,0,0,21,37,18
4866,RegulatedOperatingRevenueElectricNonNuclear,228,0,8,8,18,16,16,10
4867,ValuationAllowanceForImpairmentOfRecognizedServicingAssetsProvisionsRecoveries,228,0,7,9,12,15,20,13
4868,BusinessAcquisitionPurchasePriceAllocationNetTangibleAssets,228,0,15,47,12,2,0,0
4869,EnvironmentalExitCostsAssetsPreviouslyDisposedLiabilityForRemediation,228,0,5,9,15,16,20,11
4870,AggregateIndebtedness,228,0,4,20,29,11,9,3
4871,ClosedBlockLiabilitiesPolicyholderDividendsPayable,228,0,9,12,14,17,17,7
4872,FrequentFlierLiabilityNoncurrent,228,0,12,17,13,13,13,8
4873,MortgageLoansOnRealEstateCostOfMortgagesSold,228,0,7,10,11,16,21,11
4874,LoansFromOtherFederalHomeLoanBanks,228,0,2,22,12,18,15,7
4875,ProceedsFromLimitedPartnershipInvestments,228,0,0,14,16,15,15,16
4876,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateInRollingYearFour,228,0,0,0,0,21,37,18
4877,CostOfTransmissionOther,228,0,8,16,16,16,15,5
4878,EmployeeStockOwnershipPlanESOPSharesContributedToESOP,228,0,7,20,16,17,11,5
4879,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateInRollingYearThree,228,0,0,0,0,21,37,18
4880,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriod,228,4,62,3,4,3,0,0
4881,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateAfterRollingYearFive,228,0,0,0,0,21,37,18
4882,SECScheduleIIIRealEstateAccumulatedDepreciationDepreciationExpense,228,0,0,0,7,28,28,13
4883,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateInRollingYearFive,228,0,0,0,0,21,37,18
4884,FederalHomeLoanBankAdvancesEarlierOfContractualMaturityOrNextPutOrConvertDateInNextRollingTwelveMonths,228,0,0,0,0,21,37,18
4885,RestructuringAndRelatedCostNumberOfPositionsEliminated,225,0,7,11,22,16,14,5
4886,DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,225,0,1,16,21,22,11,4
4887,TemporaryEquityIssuePeriodIncreaseOrDecrease,225,0,7,9,11,14,16,18
4888,ProceedsFromLongTermCapitalLeaseObligations,225,0,3,16,17,15,16,8
4889,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerBasicShare,225,0,0,0,8,31,28,8
4890,PresentValueOfFutureInsuranceProfits,225,0,12,29,25,9,0,0
4891,InsuranceInvestmentIncome,225,0,5,13,13,24,15,5
4892,IncreaseDecreaseInSavingsDeposits,225,0,6,17,16,14,13,9
4893,DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,225,0,0,0,12,26,23,14
4894,GainLossOnSaleOfOtherLoansAndLeases,225,0,4,10,16,20,16,9
4895,MortgageLoansOnRealEstateNewMortgageLoans,225,0,5,9,19,18,15,9
4896,VariableInterestEntityOwnershipPercentage,225,0,7,8,23,12,12,13
4897,StockIssuedDuringPeriodValueStockOptionsExercisedNetOfTaxBenefitExpense,225,0,0,11,16,17,16,15
4898,FairValueConcentrationOfRiskAccountsReceivable,225,0,5,12,16,13,18,11
4899,FairValueLevel2ToLevel1TransfersAmount,225,0,23,50,2,0,0,0
4900,LifeInsuranceInForceAssumed,225,0,0,0,0,36,38,1
4901,InterestAndDividendsPayableCurrentAndNoncurrent,225,0,6,15,11,22,15,6
4902,PreferredStockConversionsInducements,225,0,7,18,19,11,15,5
4903,FinancialAssetsSoldUnderAgreementsToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangement,225,0,0,0,0,0,40,35
4904,EffectiveIncomeTaxRateReconciliationDeductions,225,0,0,6,9,15,27,18
4905,OciBeforeReclassificationsNetOfTaxAttributableToParent,225,0,0,0,0,0,11,64
4906,DefinedBenefitPlanSettlementsBenefitObligation,225,0,2,14,17,18,15,9
4907,MortgageLoansOnRealEstateInterestRate,225,0,1,9,23,15,16,11
4908,DebtorInPossessionFinancingLettersOfCreditOutstanding,225,0,12,11,22,16,12,2
4909,PaymentsOfDebtRestructuringCosts,225,0,13,17,12,12,10,11
4910,ProceedsFromDerivativeInstrumentFinancingActivities,225,0,1,9,16,14,24,11
4911,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsTotalShareBasedLiabilitiesPaid,222,0,15,22,23,14,0,0
4912,EquityMethodInvestmentQuotedMarketValue,222,0,7,21,17,13,11,5
4913,EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,222,0,0,2,5,17,24,26
4914,LimitedPartnersCumulativeCashDistributions,222,0,6,13,16,15,16,8
4915,PaymentsForPostemploymentBenefits,222,0,5,13,10,14,20,12
4916,GeneralPartnersCumulativeCashDistributions,222,0,6,16,16,15,15,6
4917,NoncontrollingInterestInNetIncomeLossOtherNoncontrollingInterestsNonredeemable,222,0,0,0,12,24,25,13
4918,InvestmentInPhysicalCommodities,222,0,1,5,2,29,26,11
4919,OtherCommitmentDueInSecondAndThirdYear,222,0,0,10,14,22,24,4
4920,OtherThanTemporaryImpairmentLossesInvestmentsReclassificationAdjustmentOfNoncreditPortionIncludedInNetIncomeAvailabeforsaleSecuritiesBeforeTax,222,0,0,0,7,23,27,17
4921,BusinessAcquisitionCostOfAcquiredEntityOtherNoncashConsideration,222,0,27,38,9,0,0,0
4922,StatutoryAccountingPracticesRetainedEarningsNotAvailableForDividends,222,0,7,22,16,13,14,2
4923,ClassOfWarrantOrRightUnissued,222,0,1,22,16,13,17,5
4924,TimberRevenue,222,0,10,20,13,11,13,7
4925,DefinedBenefitPlanAmortizationOfNetPriorServiceCostCredit,219,0,7,42,24,0,0,0
4926,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssetsNoncurrent,219,0,0,0,22,29,16,6
4927,IncrementalCommonSharesAttributableToWrittenPutOptions,219,0,5,11,16,16,18,7
4928,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationBeforeTax,219,0,0,21,50,2,0,0
4929,ProceedsFromIssuanceOfCommercialPaper,219,1,7,12,12,17,10,14
4930,DerivativeInstrumentsLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTesting,219,0,7,8,13,14,22,9
4931,IncreaseDecreaseInPayablesUnderRepurchaseAgreements,219,0,7,14,11,13,14,14
4932,WorkersCompensationDiscountAmount,219,0,6,13,18,14,17,5
4933,DeferredSetUpCostsCurrent,219,0,6,11,17,14,17,8
4934,SegmentReportingInformationOperatingIncomeLoss,219,3,66,2,1,1,0,0
4935,PledgedAssetsSeparatelyReportedOnStatementOfFinancialPositionAtFairValue,219,0,23,12,7,11,12,8
4936,FairValueAssetsMeasuredOnRecurringBasisGainLossIncludedInInvestmentIncome,219,0,14,30,28,1,0,0
4937,EmployeeStockOwnershipPlanESOPRepurchaseObligationAmount,219,0,6,13,13,18,17,6
4938,FederalHomeLoanBankAdvancesFixedRate,219,0,0,0,0,20,35,18
4939,MembershipDuesRevenueOnGoing,219,0,11,12,12,12,17,9
4940,GeneralAndAdministrativeExpenseRatio,219,0,0,0,8,28,25,12
4941,InitialFranchiseFees,219,0,3,18,16,13,14,9
4942,USGovernmentAgenciesSecuritiesAtCarryingValue,219,0,10,16,15,13,12,7
4943,LoansHeldForSaleCommercialAndIndustrial,219,0,14,21,17,12,8,1
4944,DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssets,219,0,0,0,8,33,23,9
4945,IncreaseDecreaseInNotesReceivableRelatedParties,219,0,5,15,15,15,14,9
4946,DefinedBenefitPlanFutureAmortizationOfPriorServiceCostCredit,219,0,0,0,8,29,27,9
4947,FairValueAssetsMeasuredOnRecurringBasisCashAndCashEquivalents,219,3,65,3,2,0,0,0
4948,CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,219,0,0,0,0,0,26,47
4949,MineralPropertiesAccumulatedImpairment,216,0,3,16,13,17,19,4
4950,FederalHomeLoanBankAdvancesMaturitiesSummaryDueInRollingYearThree,216,0,0,6,7,22,28,9
4951,PaymentsForLeasingCostsCommissionsAndTenantImprovements,216,0,0,14,12,14,17,15
4952,BankingFeesAndCommissions,216,0,5,15,14,9,19,10
4953,TranslationAdjustmentFunctionalToReportingCurrencyLossGainOnReclassifiedOfEarningsNetOfTax,216,0,1,4,18,21,24,4
4954,DefinedBenefitPlanCurtailments,216,0,5,18,11,6,22,10
4955,PaymentsToAcquireRestrictedCertificatesOfDeposit,216,0,5,19,15,14,9,10
4956,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesDeferredRevenue,216,0,0,0,17,18,30,7
4957,SECScheduleIIIRealEstateInvestmentPropertyNet,213,0,0,0,18,28,24,1
4958,OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossTaxIncludingPortionAttributableToNoncontrollingInterest,213,0,1,16,13,18,16,7
4959,AmountOfRegulatoryCostsNotYetApproved,213,0,13,6,7,14,21,10
