,company_id,name_latest,names_previous
6334,1508332,"Trophy Hunting Unlimited, Inc.",
6335,1508348,"Americann, Inc.","Nevada Health Scan, Inc."
6336,1508363,"Health IN Harmony, Inc.",
6337,1508381,Bionik Laboratories Corp.,"Drywave Technologies, Inc.Strategic Dental Management Corp."
6338,1508470,Safecode Drug Technologies Corp.,
6339,1508594,"THC Farmaceuticals, Inc.","City Media, Inc."
6340,1508655,"TPG Specialty Lending, Inc.",
6341,1508677,Colt Defense LLC,
6342,1508786,"Silverton Energy, Inc.","Meta Gold, Inc.Tireless Steps, Inc."
6343,1508933,Georgetown Corp,Yukonic Minerals Corp.
6344,1509190,"Aratana Therapeutics, Inc.",
6345,1509228,Sandridge Mississippian Trust I,
6346,1509261,"Antriabio, Inc.",Fits MY Style Inc
6347,1509273,"C&J Energy Services, Inc.",
6348,1509307,Fixed Income Client Solutions LLC,
6349,1509333,Hyundai Auto Receivables Trust 2011-A,
6350,1509351,"Eventure Interactive, Inc.",Charlie GPS Inc
6351,1509432,RPX Corp,
6352,1509470,GSV Capital Corp.,
6353,1509477,Nownews Digital Media Technology CO. Ltd.,Forever ZEN Ltd.NOW News Digital Media Technology CO Ltd.
6354,1509570,"American Assets Trust, L.P.",
6355,1509589,"Bonanza Creek Energy, Inc.",
6356,1509692,Diversified Resources Inc.,
6357,1509786,"Inspired Builders, Inc.",
6358,1509879,ROI Land Investments LTD,Conex MD Inc
6359,1509892,Garrison Capital Inc.,
6360,1509957,"Wrapmail, Inc.",
6361,1509991,Kosmos Energy Ltd.,
6362,1510030,China Resources Development Inc.,
6363,1510079,Sequoia Mortgage Trust 2011-1,
6364,1510130,Southern States Sign CO,
6365,1510247,Lifeapps Brands Inc.,"Lifeapps Digital Media Inc.Prime Time Travel, Inc."
6366,1510256,China Sure Water (Usa) Inc.,
6367,1510295,Marathon Petroleum Corp,
6368,1510326,Digital Cinema Destinations Corp.,
6369,1510333,"Watermark Group, Inc.","WNS Studios, Inc."
6370,1510489,Asia Leechdom Holding Corp,
6371,1510518,Genufood Energy Enzymes Corp.,
6372,1510524,Graystone CO,
6373,1510580,"Kite Pharma, Inc.",
6374,1510775,Biologix Hair Inc.,T & G Apothecary Inc
6375,1510832,Biopower Operations Corp,
6376,1510839,Tarcon Acquisitions I Inc,
6377,1510871,China Industrial Steel Inc.,
6378,1510872,SLM Student Loan Trust 2011-1,
6379,1510873,SLM Student Loan Trust 2011-2,
6380,1510874,SLM Student Loan Trust 2011-3,
6381,1510890,Americredit Automobile Receivables Trust 2011-1,
6382,1510891,Ystrategies Corp.,India Ecommerce Corp
6383,1510949,Malaysia Pro-Guardians Security Management Corp,Alliance Petroleum Corp
6384,1510961,Uschina Venture I Inc,
6385,1510962,Uschina Venture II Inc,
6386,1510963,China Bull Management Inc,
6387,1510964,"CV Sciences, Inc.","Cannavest Corp.Foreclosure Solutions, Inc."
6388,1510976,"Apple Green Holding, Inc.","Blue SUN Media, Inc."
6389,1511040,Ford Credit Auto Owner Trust 2011-A,
6390,1511071,"Poage Bankshares, Inc.",
6391,1511079,"Trident Acquisitions, Inc.",
6392,1511081,"Deca Investments, Inc.",
6393,1511103,Toyota Auto Receivables 2011-A Owner Trust,
6394,1511139,Raam Global Energy CO,
6395,1511159,Drewrys Brewing CO,
6396,1511161,Astika Holdings Inc.,
6397,1511198,"First Connecticut Bancorp, Inc.",
6398,1511261,"Endeavor IP, Inc.",Finishing Touches Home Goods Inc.
6399,1511325,Portus Corp,Dane Exploration Inc.
6400,1511337,RLJ Lodging Trust,
6401,1511367,Lion LAM Diamond Inc,
6402,1511447,"Aots 33, Inc.","Wrasp 33, Inc"
6403,1511448,"Aots 34, Inc.",Wrasp 34 Inc
6404,1511618,"Puissant Industries, Inc.",
6405,1511648,Global Cornerstone Holdings LTD,
6406,1511735,Yappn Corp.,Plesk Corp
6407,1511737,"Ubiquiti Networks, Inc.",
6408,1511800,Continental Alloy Wheel Corp,
6409,1511820,Globe NET Wireless Corp.,
6410,1511861,Ally Auto Receivables Trust 2011-1,
6411,1511863,Bluedata Corp,
6412,1511967,TMX Finance LLC,
6413,1512074,RMG Networks Holding Corp,SCG Financial Acquisition Corp.
6414,1512077,Global Eagle Entertainment Inc.,Global Eagle Acquisition Corp.
6415,1512138,"Great Basin Scientific, Inc.",
6416,1512369,Colt Finance Corp.,
6417,1512499,"Lindblad Expeditions Holdings, Inc.",Capitol Acquisition Corp. II
6418,1512574,"CPM Holdings, Inc.",
6419,1512673,"Square, Inc.",
6420,1512693,Guwenhua International CO,Smsa Kerrville Acquisition Corp.
6421,1512762,"Coherus Biosciences, Inc.",
6422,1512787,Canwealth Minerals Corp,"Usg1, Inc."
6423,1512886,Neutra Corp.,
6424,1512890,Excel Corp,
6425,1512922,"Petvivo Holdings, Inc.",Technologies Scan Corp
6426,1512927,"China United Insurance Service, Inc.",
6427,1512931,Monroe Capital Corp,
6428,1512970,Honda Auto Receivables 2011-1 Owner Trust,
6429,1512983,"USA Investco Holdings, Inc.",Lambent Solutions Corp.
6430,1513080,Ford Credit Floorplan Master Owner Trust A Series 2011-1,
6431,1513153,FCA US LLC,Chrysler Group LLC
6432,1513161,"Home Loan Servicing Solutions, Ltd.",
6433,1513363,Fidus Investment Corp,
6434,1513403,Gala Global Inc.,
6435,1513514,Transunion Corp.,
6436,1513761,Norwegian Cruise Line Holdings Ltd.,
6437,1513818,"Versartis, Inc.",
6438,1513856,"Neurotrope, Inc.","Blueflash Communications, Inc."
6439,1513904,Charlotte Capital Corp,
6440,1513965,"American Midstream Partners, LP",
6441,1513971,"State Investors Bancorp, Inc.",
6442,1514027,Volkswagen Auto Loan Enhanced Trust 2011-1,
6443,1514056,"Thunderclap Entertainment, Inc.",
6444,1514082,World Omni Auto Receivables Trust 2011-A,
6445,1514113,"Junkiedog.Com, Inc.","Unique Underwriters, Inc."
6446,1514128,Universal American Corp.,
6447,1514131,United Community Bancorp,
6448,1514149,Billet Finder Inc,
6449,1514158,"Oban Industries, Inc.",
6450,1514183,"Point Capital, Inc.",Gold Swap Inc
6451,1514226,"Delta Tucker Holdings, Inc.",
6452,1514242,Performance Sports Group Ltd.,
6453,1514281,"AG Mortgage Investment Trust, Inc.",
6454,1514324,I-Wellness Marketing Group Inc.,"Monarchy Resources, Inc.Monarchy Ventures Inc"
6455,1514370,"DE Acquisition 12, Inc.",
6456,1514371,"DE Acquisition 11, Inc.",
6457,1514372,"DE Acquisition 10, Inc.",
6458,1514373,"DE Acquisition 9, Inc.",
6459,1514403,"DE Acquisition 7, Inc.",
6460,1514404,"DE Acquisition 8, Inc.",
6461,1514418,Integrated Drilling Equipment Holdings Corp,Empeiria Acquisition Corp
6462,1514443,"Health Revenue Assurance Holdings, Inc.","Anvex International, Inc."
6463,1514514,"BE Active Holdings, Inc.",Super Light Inc.Superlight Inc
6464,1514608,Diamond Resorts Corp,
6465,1514682,Healthcare Corp OF America,Selway Capital Acquisition Corp.
6466,1514705,"Suncoke Energy, Inc.",
6467,1514732,"Saexploration Holdings, Inc.",Trio Merger Corp.
6468,1514743,"IF Bancorp, Inc.",
6469,1514773,Carmax Auto Owner Trust 2011-1,
6470,1514888,"Experience ART & Design, Inc.","Clear System Recycling, Inc."
6471,1514946,"Axim Biotechnologies, Inc.",Axim International Inc.
6472,1514991,AMC Networks Inc.,
6473,1514993,"Reef OIL & GAS Drilling & Income Fund, L.P.",
6474,1514994,"North Texas Energy, Inc.",
6475,1515003,CPI International Holding Corp.,
6476,1515069,"Carroll Bancorp, Inc.",
6477,1515114,"Glorywin Entertainment Group, Inc.",Zippy Bags Inc.
6478,1515115,Soul & Vibe Interactive Inc.,"Soul & Vibe Interactive, IncVictory LG Inc."
6479,1515139,"Redstone Literary Agents, Inc.",
6480,1515156,"Advanced Emissions Solutions, Inc.",
6481,1515173,NEW Mountain Finance AIV Holdings Corp,
6482,1515250,"International Safety Group, Inc.","Benaco, Inc."
6483,1515275,"Mister Goody, Inc.",
6484,1515317,Magellan Gold Corp,
6485,1515319,"National Waste Management Holdings, Inc.",Kopjaggers Inc.
6486,1515353,Nouveau Ventures Inc.,"Saasmax, Inc."
6487,1515382,"Clubcorp Club Operations, Inc.",
6488,1515620,Puravita Corp,
6489,1515635,North American OIL & GAS Corp.,Calendar Dragon Inc.
6490,1515673,Ultragenyx Pharmaceutical Inc.,
6491,1515718,Vapor HUB International Inc.,Doginn Inc.
6492,1515740,Premier Biomedical Inc,
6493,1515741,"Slca I, Inc.",
6494,1515742,"Slca II, Inc.",
6495,1515800,Cheval Resources Corp,
6496,1515816,Plymouth Industrial Reit Inc.,Plymouth Opportunity Reit Inc.
6497,1515966,"Lodgecap, Inc.","Medical Hospitality Group, Inc."
6498,1515980,"Apollo Residential Mortgage, Inc.",
6499,1516007,"Oiltanking Partners, L.P.",
6500,1516079,Cloud Security Corp.,Accend MediaCloud Star Corp
6501,1516332,"Blue Water Global Group, Inc.","Blue Water Restaurant Group, Inc."
6502,1516386,"Aleris International, Inc.",
6503,1516479,"Insys Therapeutics, Inc.",
6504,1516510,Engchow Education Corp,
6505,1516522,Primco Management Inc.,
6506,1516551,"Nemus Bioscience, Inc.","Load Guard Logistics, Inc."
6507,1516559,"Mcpi, Inc.","Med-Cannabis Pharma, Inc.SW China Imports, Inc."
6508,1516580,Xunna Information Technology Inc.,
6509,1516805,"Moxian, Inc.","Moxian China, Inc.Secure Netcheckin Inc"
6510,1516887,"Wellness Center Usa, Inc.",
6511,1516973,American Capital Mortgage Investment Corp.,
6512,1517007,"Marina District Finance Company, Inc.",
6513,1517008,"Marina District Development Company, LLC",
6514,1517022,"Akebia Therapeutics, Inc.",
6515,1517112,Smsa Dallas Acquisition Corp.,
6516,1517130,Pingtan Marine Enterprise Ltd.,China Growth Equity Investment LTD
6517,1517134,Americredit Automobile Receivables Trust 2011-2,
6518,1517175,"Chefs' Warehouse, Inc.",
6519,1517224,"Michael Foods Group, Inc.",
6520,1517228,"Commscope Holding Company, Inc.",
6521,1517248,Organic Plant Health Inc.,
6522,1517302,Artisan Partners Asset Management Inc.,
6523,1517389,"Jubilant Flame International, LTD","JIU Feng Investment Hong Kong LTDLiberty Vision, Inc."
6524,1517391,Portus Holdings Inc.,Solido Ventures Inc.
6525,1517393,Epicor Software Corp,
6526,1517401,Peak Resorts Inc,
6527,1517498,"E-World USA Holding,Inc",
6528,1517526,Blue Wolf Mongolia Holdings Corp.,
6529,1517577,Salient Products Corp,
6530,1517591,"Techapp Solutions, Inc.",
6531,1517598,Nissan Auto Receivables 2011-A Owner Trust,
6532,1517650,"Interactive Intelligence Group, Inc.",
6533,1517653,"X-Factor Communications Holdings, Inc.","Organic Spice Imports, Inc."
6534,1517677,BMW Vehicle Lease Trust 2011-1,
6535,1517681,Propanc Health Group Corp,
6536,1517687,TPC Group LLC,
6537,1517709,Umax Group Corp,
6538,1517771,John Deere Owner Trust 2011,
6539,1517783,"Evertec Group, LLC","Evertec, Inc.Evertec, LLC"
6540,1517956,Stuart King Capital Corp,
6541,1517990,"Maxwell Resources, Inc.","Mericol, Inc."
6542,1517992,"Development Capital Group, Inc.",
6543,1518041,Networking Partners Inc,
6544,1518171,Media Analytics Corp,"Fansport, Inc."
6545,1518222,"Bankrate, Inc.",
6546,1518238,"Montalvo Spirits, Inc.","Advanced Cloud Storage, Inc."
6547,1518336,"Virtual Learning Company, Inc.",
6548,1518339,Lg&E & KU Energy LLC,
6549,1518380,Buscar CO,"Buscar Oil, Inc.Cascade Springs Ltd.Colorado Gold Mines, Inc."
6550,1518401,World Omni Automobile Lease Securitization Trust 2011-A,
6551,1518403,"Alta Mesa Holdings, LP",
6552,1518461,"Amplitech Group, Inc.",Bayview Acquisition Corp
6553,1518487,China Xuefeng Environmental Engineering Inc.,NYC Moda Inc
6554,1518505,Santander Drive Auto Receivables Trust 2011-1,
6555,1518510,"Netco Investments, Inc.",
6556,1518520,"Icagen, Inc.","Caldera Pharmaceuticals IncXrpro Sciences, Inc."
6557,1518548,"Xfuels, Inc.","Amazonica, Corp."
6558,1518587,Aleris Corp,
6559,1518621,"Orchid Island Capital, Inc.",
6560,1518715,"Homestreet, Inc.",
6561,1518720,Force Protection Video Equipment Corp.,"Enhance-Your-Reputation.Com, Inc.M Street Gallery Inc."
6562,1518727,Hyundai Auto Receivables Trust 2011-B,
6563,1518749,Azteca Acquisition Corp,
6564,1518832,"WPX Energy, Inc.",
6565,1518904,Ally Auto Receivables Trust 2011-2,
6566,1518909,"Black ELK Energy Offshore Operations, LLC",
6567,1518964,"Panam Terra, Inc.",
6568,1518985,"West Texas Resources, Inc.",
6569,1519061,Trinseo S.A.,
6570,1519117,"Atel 15, LLC",
6571,1519120,Aviv Healthcare Properties L.P.,
6572,1519177,Sollensys Corp.,Health Directory Inc.
6573,1519401,Regional Management Corp.,
6574,1519405,Currencyshares Chinese Renminbi Trust,
6575,1519427,CNH Equipment Trust 2011-A,
6576,1519450,Discount Coupons Corp,
6577,1519534,"Massive Dynamics, Inc.",
6578,1519625,Florida East Coast Holdings Corp.,
6579,1519628,Florida East Coast Railway Corp.,
6580,1519632,"LRR Energy, L.P.",
6581,1519751,"Fortune Brands Home & Security, Inc.",
6582,1519817,Hyde Park Acquisition Corp. II,
6583,1519894,General Agriculture Corp,Geltology Inc
6584,1519955,"Cefc Global Strategic Holdings, Inc.","Astra Ventures, Inc."
6585,1520006,Matador Resources CO,
6586,1520007,Joymain International Development Group Inc.,"Advento, Inc."
6587,1520047,Immunoclin Corp,"Pharma Investing News, Inc."
6588,1520048,Enduro Royalty Trust,
6589,1520108,Spiral Toys Inc.,Rocap Marketing Inc.
6590,1520118,"EMS Find, Inc.","Lightcollar, Inc."
6591,1520216,Kingly Chateau Corp,
6592,1520262,Alkermes Plc.,
6593,1520300,ASB Bancorp Inc,
6594,1520320,Polar Petroleum Corp.,"Post Data, Inc."
6595,1520321,Skajaquoda Group Inc.,
6596,1520353,Mobad Service Corp,
6597,1520358,"Mamamancini'S Holdings, Inc.","Mascot Properties, Inc."
6598,1520512,Il2m International Corp.,"Dynamic Nutra Enterprises Holdings, Inc."
6599,1520528,"Real Estate Contacts, Inc.",
6600,1520566,Nationstar Mortgage Holdings Inc.,
6601,1520586,"Online Internet Network, Inc.","Sport Tech Enterprises, Inc."
6602,1520592,Lotus Biotech Development Corp.,Starflick.Com
6603,1520668,"Cardinal Resources, Inc.","JH Designs, Inc."
6604,1520697,"Acadia Healthcare Company, Inc.",
6605,1520744,Lumos Networks Corp.,
6606,1520874,"Immobiliare Global Investments, Inc.",
6607,1520947,Honda Auto Receivables 2011-2 Owner Trust,
6608,1521013,"Pulse Network, Inc.",Isoft International Inc.
6609,1521036,"Lantheus Holdings, Inc.",
6610,1521065,"Drug Free Solution, Inc.","Dilmax Corp.Living Breath Project, Inc."
6611,1521168,Sandridge Permian Trust,
6612,1521222,China Xingbang Industry Group Inc.,
6613,1521332,Delphi Automotive PLC,
6614,1521417,SKM Media Corp.,
6615,1521420,"Yanex Group, Inc.",
6616,1521466,Apex 2 Inc.,
6617,1521476,"Scripsamerica, Inc.",
6618,1521549,"Blackcraft Cult, Inc.","Merculite Distributing, Inc."
6619,1521722,Atkore International Holdings Inc.,
6620,1521762,Cadista Holdings Inc.,
6621,1521847,Memorial Production Partners LP,
6622,1521945,"Triton Pacific Investment Corporation, Inc.",
6623,1521951,"First Business Financial Services, Inc.",
6624,1522118,Artemis Acquisition Corp.,
6625,1522120,Kronos Ventures Corp.,
6626,1522121,Neptune Acquisition Corp.,
6627,1522138,"Capella Healthcare, Inc.",
6628,1522164,"Westpoint Energy, Inc.",
6629,1522165,"Alkame Holdings, Inc.","Pinacle Enterprise, Inc."
6630,1522182,Wireco Worldgroup Inc.,
6631,1522211,Greenpower International Group LTD,Boxwood Acquisition Corp
6632,1522212,"Creative Entertainment Holdings, Inc.",Cottonwood Acquisition Corp
6633,1522214,Pivotal Group Inc.,Driftwood Acquisition Corp
6634,1522215,First Rate Staffing Corp,Moosewood Acquisition CorpPaladin Worldwide Inc.
6635,1522216,Biopharma Manufacturing Solutions Inc.,Beachwood Acquisition Corp
6636,1522219,Hyperion Acquisition Corp.,
6637,1522221,Oceanus Acquisition Corp.,
6638,1522222,"CLS Holdings Usa, Inc.","Adelt Design, Inc."
6639,1522236,Sealand Natural Resources Inc,"Vitas Group, Inc."
6640,1522327,Entegra Financial Corp.,
6641,1522412,Americredit Automobile Receivables Trust 2011-3,
6642,1522420,"BSB Bancorp, Inc.",
6643,1522469,"Labor Smart, Inc.",
6644,1522538,"Rainbow International, Corp.",
6645,1522559,Ally Auto Receivables Trust 2011-3,
6646,1522602,"Cohbar, Inc.",
6647,1522616,"Citibank, N.A., AS Depositor OF Citibank Credit Card Issuance Trust",
6648,1522690,"GWG Holdings, Inc.",
6649,1522699,Nuveen Long/Short Commodity Total Return Fund,
6650,1522704,"Medifirst Solutions, Inc.",
6651,1522711,"GE Equipment Transportation Llc, Series 2011-1",
6652,1522717,Santander Drive Auto Receivables Trust 2011-2,
6653,1522724,Global Green Inc.,
6654,1522727,"USA Compression Partners, LP",
6655,1522767,Worlds Online Inc.,
6656,1522787,"Patriot Berry Farms, Inc.","Gaia Remedies, Inc."
6657,1522903,"Mobile Vault, Inc.",
6658,1523404,JP Energy Partners LP,
6659,1523486,"Mojo Data Solutions, Inc.",Authentic Teas Inc.
6660,1523519,"Entergy Louisiana Investment Recovery Funding I, L.L.C.",
6661,1523526,Sierra Income Corp,
6662,1523567,Pavana Power Corp,
6663,1523713,"Pretium Finance, Inc.",
6664,1523733,Petrologistics LP,
6665,1523854,"West END Indiana Bancshares, Inc.",
6666,1523855,"Technovative Group, Inc.",Horizon Energy Corp.Solar America Corp
6667,1524025,"Tilly'S, Inc.",
6668,1524083,Chatching Inc.,
6669,1524223,"Manning & Napier, Inc.",
6670,1524342,Ford Credit Auto Lease Trust 2011-A,
6671,1524358,Marriott Vacations Worldwide Corp,
6672,1524471,Exelis Inc.,
6673,1524472,Xylem Inc.,
6674,1524607,"MPT Operating Partnership, L.P.",
6675,1524741,"U.S. Silica Holdings, Inc.",
6676,1524759,Nissan Auto Lease Trust 2011-A,
6677,1524769,Chesapeake Granite Wash Trust,
6678,1524774,Empress Mining Inc.,Penola Inc.
6679,1524829,Global Seed Corp,
6680,1524872,Thunder Energies Corp,CCJ Acquisition Corp.Thunder Fusion Corp
6681,1524931,"Chuy'S Holdings, Inc.",
6682,1525040,"American Renal Associates Holdings, Inc.",
6683,1525221,ERA Group Inc.,
6684,1525287,Sprague Resources LP,
6685,1525306,First America Resources Corp,"Golden Oasis NEW Energy Group, Inc."
6686,1525502,Mercedes-Benz Auto Receivables Trust 2011-1,
6687,1525759,FS Investment Corp II,
6688,1525769,"Dave & Buster'S Entertainment, Inc.",
6689,1525852,"Mcig, Inc.",Lifetech Industries Inc.
6690,1525896,"Shopeye, Inc.",
6691,1525998,"Rentech Nitrogen Partners, L.P.",
6692,1526065,Ford Credit Auto Owner Trust 2011-B,
6693,1526113,"Global NET Lease, Inc.","American Realty Capital Global Daily NET Asset Value Trust, Inc.American Realty Capital Global Trust, Inc."
6694,1526119,"Verastem, Inc.",
6695,1526160,Fleetmatics Group PLC,
6696,1526183,Nudg Media Inc.,"Auto Home Lock, Inc.Eclipse Identity Recognition Corp"
6697,1526185,NEW York Tutor CO,
6698,1526520,"Tripadvisor, Inc.",
6699,1526543,"Green Ballast, Inc.",
6700,1526572,Harley-Davidson Motorcycle Trust 2011-1,
6701,1526600,Plastron Acquisition Corp III,
6702,1526608,Plastron Acquisition Corp IV,
6703,1526689,"Generation Next Franchise Brands, Inc.","Fresh Healthy Vending InternationalFresh Healthy Vending International, Inc.Green 4 Media, Inc."
6704,1526726,Horizon Minerals Corp.,Safe Dynamics Corp
6705,1526759,"Bahamas Concierge, Inc.",
6706,1526796,"Ignite Restaurant Group, Inc.",
6707,1526952,"Wellesley Bancorp, Inc.",
6708,1527027,Aristocrat Group Corp.,
6709,1527032,"NEW Enterprise Stone & Lime Co., Inc.",
6710,1527102,"Home Treasure Finders, Inc.",
6711,1527166,Carlyle Group L.P.,
6712,1527190,"National Cinemedia, LLC",
6713,1527299,Santander Drive Auto Receivables Trust 2011-3,
6714,1527345,Stream S&P Dynamic Roll Global Commodities Fund,
6715,1527349,Chart Acquisition Corp.,
6716,1527355,Konared Corp,Teamupsport Inc.
6717,1527378,"AEI Core Property Income Trust, Inc",
6718,1527383,Bankguam Holding CO,
6719,1527385,"VII Peaks Co-Optivist Income BDC II, Inc.","VII Peaks-Kbr Co-Optivist Income BDC II, Inc."
6720,1527424,Seville Ventures Corp,
6721,1527531,Dbubs 2011-Lc3 Mortgage Trust,
6722,1527541,"Wheeler Real Estate Investment Trust, Inc.",
6723,1527547,NEW Source Energy Corp,
6724,1527590,Zais Financial Corp.,
6725,1527599,"Mirna Therapeutics, Inc.",
6726,1527613,"Nuzee, Inc.",Havana Furnishings Inc.
6727,1527622,"Rose Rock Midstream, L.P.",
6728,1527624,"Centor Energy, Inc.",Centor Inc.
6729,1527666,Mirage Capital Corp,"Alternative Energy Media, Inc."
6730,1527675,Asia Pacific Boiler Corp,Panama Dreaming Inc.
6731,1527698,"ML Capital Group, Inc.",
6732,1527702,"Puresnax International, Inc.","B-Maven, Inc.Pure Snax International, Inc."
6733,1527705,"Alst Casino Holdco, LLC",
6734,1527709,"Mid-Con Energy Partners, LP",
6735,1527722,Trenton Acquisition Corp.,
6736,1527727,Iron Sands Corp.,
6737,1527728,"Dandrit Biotech Usa, Inc.",Putnam Hills Corp.
6738,1527760,Golden Bridge Corp.,
6739,1527795,Meganet Corp,
6740,1527844,"Capital Art, Inc.",
6741,1527974,Fuhuiyuan International Holdings LTD,Kwest Investment International Ltd.
6742,1528006,"Physicians Healthcare Management Group, Inc",
6743,1528059,"Vereit Operating Partnership, L.P.","ARC Properties Operating Partnership, L.P."
6744,1528061,Community Choice Financial Inc.,
6745,1528098,"Saleen Automotive, Inc.","W270, Inc."
6746,1528103,Eurosite Power Inc.,Eurosite Power Inc
6747,1528129,"Laredo Petroleum, Inc.","Laredo Petroleum Holdings, Inc."
6748,1528171,"Online-Redefined, Inc.",
6749,1528172,"Endonovo Therapeutics, Inc.","Hanover Portfolio Acquisitions, Inc."
6750,1528188,"Goff, Corp",
6751,1528234,ABC Records Management & Data Storage Inc.,
6752,1528279,Sequoia Mortgage Trust 2011-2,
6753,1528308,"Ionix Technology, Inc.",Cambridge Projects Inc.
6754,1528356,Genie Energy Ltd.,
6755,1528393,Zaza Energy Corp,
6756,1528396,"Guidewire Software, Inc.",
6757,1528410,James River Holding Corp.,
6758,1528503,Morgan Stanley Capital I Trust 2011-C3,
6759,1528557,"Corindus Vascular Robotics, Inc.","Your Internet Defender, Inc"
6760,1528558,"Rouse Properties, Inc.",
6761,1528610,Polonia Bancorp Inc,
6762,1528697,Bookedbyus Inc.,
6763,1528749,SAN Lotus Holding Inc,
6764,1528760,"Exeo Entertainment, Inc.",
6765,1528837,Sanchez Energy Corp,
6766,1528843,Cheviot Financial Corp.,
6767,1528849,Restoration Hardware Holdings Inc,
6768,1528875,"Anpulo Food Development, Inc.",Specializer Inc.
6769,1528913,Nissan Auto Lease Trust 2011-B,
6770,1528930,"Liberty Tax, Inc.","JTH Holding, Inc."
6771,1528985,"Inland Real Estate Income Trust, Inc.",
6772,1529004,AAA Energy Opportunities Fund LLC,
6773,1529113,Sysorex Global,Sysorex Global Holdings Corp.
6774,1529133,"Chatand, Inc.",Chatand Inc
6775,1529197,Americredit Automobile Receivables Trust 2011-4,
6776,1529293,Altovida Inc.,"Remmington Enterprises, Inc."
6777,1529345,CNH Equipment Trust 2011-B,
6778,1529359,Ally Auto Receivables Trust 2011-4,
6779,1529377,Ares Commercial Real Estate Corp,
6780,1529433,"Nycamedia, Inc.",
6781,1529505,United States Commodity Funds Trust I,
6782,1529516,Crimson Forest Entertainment Group Inc.,"East Shore Distributors, Inc."
6783,1529534,BMW Vehicle Owner Trust 2011-A,
6784,1529608,Carmax Auto Owner Trust 2011-2,
6785,1529658,J.P. Morgan Chase Commercial Mortgage Securities Trust 2011-C5,
6786,1529692,Icon OIL & GAS Fund-A L.P.,
6787,1529727,"GE Equipment Midticket Llc, Series 2011-1",
6788,1529804,Aroga Holding Corp.,Kmrb Acquisition Corp.
6789,1529864,"Enova International, Inc.",
6790,1529938,Azur Pharma Public LTD CO,
6791,1529979,FX Alliance Inc.,
6792,1529980,Hyundai Auto Receivables Trust 2011-C,
6793,1530163,"Darkstar Ventures, Inc.",
6794,1530185,Atvrockn,
6795,1530217,Toyota Auto Receivables 2011-B Owner Trust,
6796,1530219,GS Mortgage Securities Trust 2011-Gc5,
6797,1530244,Petrus Resources Corp,
6798,1530249,"FS Bancorp, Inc.",
6799,1530425,Cassidy Ventures Inc.,
6800,1530614,"ALL IN Blind, Inc.",
6801,1530721,Michael Kors Holdings LTD,
6802,1530746,"Kaya Holdings, Inc.","Alternative Fuels Americas, Inc."
6803,1530766,"Biosig Technologies, Inc.",
6804,1530796,"Milagro OIL & Gas, Inc.",
6805,1530804,Tronox LTD,
6806,1530874,"Sanborn Resources, Ltd.",Universal Tech Corp
6807,1530950,"Post Holdings, Inc.",
6808,1530981,"Panther Biotechnology, Inc.","NEF Enterprises, Inc."
6809,1531190,Santander Drive Auto Receivables Trust 2011-4,
6810,1531271,"Citycenter Holdings, LLC",
6811,1531272,Ocean Thermal Energy Corp,
6812,1531375,"Fixed Income Trust FOR Goldman Sachs Subordinated Notes, Series 2011-1",
6813,1531433,"Monarch America, Inc.","Cannabis Kinetics Corp.Lingas Resources, Inc.Lingas Ventures, Inc."
6814,1531434,Xtralink Energy Corp,Xtralink Corp
6815,1531477,"Health Advance, Inc.",
6816,1531537,"Bref HR, LLC",
6817,1531618,"Licont, Corp.",
6818,1531649,"Nsj-Us. Co., Ltd.",
6819,1531744,Shea Homes Limited Partnership,
6820,1531764,Winchester Holding Group,
6821,1531995,Ford Credit Floorplan Master Owner Trust A Series 2011-2,
6822,1532063,Express Scripts Holding CO.,
6823,1532079,Cynapsus Therapeutics Inc.,
6824,1532158,"Rebel Group, Inc.","First Social Networx Corp.Inception Technology Group, Inc.Moxian Group Holdings, Inc."
6825,1532288,"Armstrong Energy, Inc.",
6826,1532374,Wheelchair ADL Solutions,
6827,1532383,Vanjia Corp,Vantone Realty Corp
6828,1532389,Honda Auto Receivables 2011-3 Owner Trust,
6829,1532390,Alkaline Water CO Inc,Global Lines Inc
6830,1532424,Canadian Cannabis Corp.,Gold Party Payday Inc
6831,1532543,"Everyware Global, Inc.",ROI Acquisition Corp.
6832,1532595,Symbid Corp.,Hapykidz.Com
6833,1532619,Power Reit,
6834,1532750,"Atlas Resource Partners, L.P.",
6835,1532796,Chimera Energy Corp,
6836,1532826,Wfrbs Commercial Mortgage Trust 2011-C5,
6837,1532828,"Trio Resources, Inc.","Allied Technologies Group, Inc."
6838,1532882,"American Business Services, Inc.",
6839,1532926,"Brk, Inc.",
6840,1532930,Seventy Seven Energy Inc.,Chesapeake Oilfield Operating LLC
6841,1532961,"NV5 Global, Inc.","NV5 Holdings, Inc."
6842,1533030,AFC Building Technologies Inc.,Auto Tool Technologies Inc.
6843,1533037,Nissan Auto Receivables 2011-B Owner Trust,
6844,1533040,RXI Pharmaceuticals Corp,
6845,1533106,Global Equity International Inc,
6846,1533218,Americredit Automobile Receivables Trust 2011-5,
6847,1533311,Olie Inc,
6848,1533357,Defense Technologies International Corp.,Canyon Gold Corp.
6849,1533400,Ford Credit Auto Lease Trust 2011-B,
6850,1533427,"Pazoo, Inc.",
6851,1533454,Northern Tier Energy LP,
